,merchant_name,merchant_area,category,display,product,price,discount_price,isDiscount,description,restaurant_status,rating,Location
211,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Ice Latte,37500,,0,"Espresso, Susu, Es Batu",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
212,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Kopi Omah,24500,,0,"Kopi Robusta, Potongan Kayu Manis",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
213,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Orange On Top,32500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
214,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Hot Green Matcha,41000,,0,"Matcha Powder, Susu",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
215,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Ice Green Matcha,41500,,0,"Matcha Powder,Susu",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
216,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Tropicolla,26000,,0,"Hommade Sirup Rosella,Soda,Jus ManggaHommade Sirup Rosella,Soda,Jus Mangga",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
217,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Hot Taro Latte,32500,,0,Taro Powder Susu,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
218,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Ice Taro Latte,41500,,0,"Pure Taro, Susu",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
219,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Yellow Claw,32500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
220,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Dilan,26000,,0,"Siganture,Single Origin Arabika",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
221,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Galih Dan Ratna,29500,,0,Signature Blend 3 Single Origin,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
222,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Senandung Rindu,29500,,0,Signature Blend 3 Single Origin,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
223,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Cold Brew,46500,,0,Kopi Seduh Dingin Arabika,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
224,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Cold White,46500,,0,"Coldbrew,Racikan Susu, Gula Aren",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
225,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Cold White Hazelnut,46500,,0,"Coldbrew,Racikan Susu,Gula Aren,Sirup Hazelnut",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
226,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Ranjau,22000,,0,Soto Balungan Ayam,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
227,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Telur Rebus,22000,,0,Soto Telur Rebus,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
228,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Ayam,24500,,0,Soto Ayam,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
229,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Kulit,24500,,0,Soto Kulit,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
230,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Pisah Ayam/Kulit,28500,,0,Soto Pisah Ayam/Kulit,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
231,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Campur Telur Muda,29500,,0,Soto Campur Telur Muda,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
232,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Campur Jeroan,29500,,0,Soto Campur Jeroan,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
233,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Campur Pisah Telur Muda/Jeroan,32500,,0,Soto Campur Pisah Telur Muda/Jeroan,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
234,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Tambahan 1,6500,,0,Tambahan 1,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
235,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Tambahan 2,10000,,0,Tambahan 2,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
236,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Kimchi,15500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
237,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Danmuji,22000,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
238,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Gimari,26000,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
239,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Ttokkochi,28500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
240,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Mandu,32500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
241,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Kimbap,36000,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
242,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Maeun Dakbal,39000,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
243,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Eomuk Guk,45500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
244,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Ttoekbokki,45500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
245,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Cheese Ttoekbokki,49000,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
246,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Chicken Chese Ttoekbokki,50500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
247,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Fried Chicken Wings,50500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
248,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Rabokki,52000,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
249,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Korean Fishcake,58500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
250,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Korean Ramyeon,31000,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
251,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Cheesy Kimchi Fried Rice,39000,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
252,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Dakgalbi Rice,41500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
253,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Bibimbap,45500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
254,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Japchae,48000,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
255,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Bulgogi Rice,48000,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
256,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Jjampong,52000,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
257,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Jajangmyeon,45500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
258,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Sate Ayam Dada,39000,,0,Sate Daging Ayam Dada Dengan Bumbu Kacang,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
259,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Sate Ayam Kulit,39000,,0,Sate Daging Ayam Paha Dengan Bumbu Kacang,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
260,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Sate Ayam Ati,39000,,0,Sate Ati Ayam Degan Bumbu Kacang,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
261,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Sate Ayam Ampela,39000,,0,Sate Ampela Ayam Dengan Bumbu Kacang,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
262,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Sate Ayam Usus,39000,,0,Sate Usus Ayam Dengam Bumbu Kacang,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
263,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Sate Ayam Campur,39000,,0,"Sate Dada Ayam, Ati Ampela, Usus,kulit",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
264,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Nasi,6500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
265,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Ayam Goreng Serundeng,29500,,0,Ayam Goreng Dengan Topping Serundeng,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
266,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Ayam Goreng Ireng,29500,,0,Ayam Goreng Dengan Bumbu Ireng,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
267,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Ayam Goreng Abang,29500,,0,Ayam Goreng Dengan Bumbu Abang,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
268,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Ayam Goreng Serundeng,35000,,0,Nasi Ayam Goreng Dengan Topping Serundeng,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
269,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Ayam Goreng Ireng,35000,,0,Nasi Ayam Goreng Dengan Bumbu Ireng,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
270,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Ayam Goreng Abang,35000,,0,Nasi Ayam Goreng Abang Dengan Bumbu Abang,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
271,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Bebek Goreng Serundeng,32500,,0,Bebek Goreng Serundeng,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
272,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Bebek Goreng Ireng,32500,,0,Bebek Goreng Dengan Bumbu Ireng,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
273,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Bebek Goreng Abang,32500,,0,Bebek Goreng Dengan Bumbu Abang,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
274,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Bebek Goreng Serundeng,38000,,0,Nasi Bebek Goreng Dengan Topping Serundeng,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
275,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Bebek Goreng Ireng,38000,,0,Nasi Bebek Goreng Dengan Bumbu Ireng,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
276,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Bebek Goreng Abang,38000,,0,Nasi Bebek Goreng Dengan Bumbu Abang,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
277,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Putih,7500,,0,Tambahan Nasi Putih,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
278,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Rempelo Ati Bebek/Ayam,9000,,0,Tambahan Rempelo Ati Ayam/ Bebek,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
279,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Lumpia Jepang,22000,,0,"Ayam, Udang & Kepiting",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
280,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Wotiek,22000,,0,Ayam Udang & Kepiting,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
281,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Tim Tahu,22000,,0,Ayam Udang Wortel Kucai,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
282,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Siomay Volcano,22000,,0,Ayam Udang Cabai,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
283,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Money Bag,22000,,0,Ayam Udang Sayur,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
284,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Spring Roll,22000,,0,Ayam Udang,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
285,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Lumpia Nori,22000,,0,Ayam Nori,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
286,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Ebi Furai,22000,,0,Udang,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
287,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Siomay Ayam,22000,,0,Ayam & Udang,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
288,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Siomay Crab,22000,,0,Sapi & Udang,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
289,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Keicak,22000,,0,Ayam Jamur Wortel,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
290,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Siomay Moza,22000,,0,Ayam Udang Mozarella,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
291,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Nasi Goreng Jawa,23000,,0,"Nasi, Mie, Kol, Tauge",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
292,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Mie Goreng,24500,,0,"Mie,Tauge,Kol.Sawi",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
293,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Mie Nyemek,24500,,0,"Mie, Tauge,Kol,Sawi",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
294,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Mie Kuah,24500,,0,"Mie,Tauge,Kol,Sawi",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
295,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Nasi Krengsengan,27000,,0,"Nasi Putih, Mie, Kol, Tauge,Sawi",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
296,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Nasi Ayam,29500,,0,"Nasi Putih, Ayam Bumbu",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
297,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Nasi Goreng Jawa Spesial,31000,,0,"Nasi, Mie, Kol, Tauge,Telur",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
298,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Mie Kuah Spesial,32500,,0,"Mie,Tauge,Kol,Sawi,Telur",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
299,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Nasi Krengsengan Spesial,35000,,0,"Nasi,Mie,Kol,Sawi,Telur",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
300,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Nasi Ayam Spesial,37500,,0,"Nasi,Ayam Bumbu,Telur",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
301,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Rames,28500,,0,Nasi Lauk Telor Daging Mie Serundeng Sambel,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
302,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Tongkol,28500,,0,Nasi Lauk Tongkol Perkedel Tahu Bali Mie Serundeng Sambel,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
303,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Paru,28500,,0,Nasi Lauk Paru Perkedel Tahu Bali Mie Serundeng Sambel,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
304,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Paru Pedas,29500,,0,Nasi Lauk Pedas Perkedel Tahu Bali Mie Serundeng Sambel,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
305,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Empal,29500,,0,Nasi Lauk Empal Perkedel Tahu Bali Mie Serundeng Sambel,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
306,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Campur,37500,,0,Nasi Lauk Campur Perkedel Tahu Bali Mie Serundeng Sambel,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
307,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Madura,37500,,0,Nasi Lauk Madura Perkedel Tahu Bali Mie Serundeng Sambel,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
308,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Cumi,37500,,0,Nasi Lauk Cumi Perkedel Tahu Bali Mie Serundeng Sambel,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
309,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Cumi Spesial,63500,,0,Nasi Lauk Spesial Perkedel Tahu Bali Mie Serundeng Sambel,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
310,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,"Tambahan 1 (Empal,Paru,Daging Bali, Tongkol,Udang)",10000,,0,Tambahan Lauk Udang) Perkedel Tahu Bali Mie Serundeng Sambel,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
311,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,"Tamabahan 2 ( Telur, Perkedel,Dadar Jagung)",7500,,0,Tamabahan Lauk Jagung) Perkedel Tahu Bali Mie Serundeng Sambel,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
312,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Mie Pithik Bang Azat,Mie Original,19500,,0,Mie Dengan Topping Ayam,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
313,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Mie Pithik Bang Azat,Mie Jamur,23000,,0,Mie Dengan Topping Jamur,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
314,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Mie Pithik Bang Azat,Mie Ganas,23000,,0,Mie Dengan Topping Ayam Pedas,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
315,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Mie Pithik Bang Azat,Mie Ayam Jamur,23000,,0,Mie Dengan Topping Ayam Dan Jamur,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
316,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Mie Pithik Bang Azat,Mie Petir Jamur,24500,,0,Mie Dengan Topping Jamur Pedas,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
317,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Mie Pithik Bang Azat,Mie Paket 1,24500,,0,Mie Dengan Topping Ayam Dan Tambah 1 Topping,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
318,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Mie Pithik Bang Azat,Mie Paket 2,29500,,0,Mie Dengan Topping Ayam Dan Ditambah 2 Topping Porsi Jumbo,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
